LOCALIDAD	CIUDAD_BASE	LATITUD	LONGITUD	DEMANDA_PALLETS_ANUAL	POBLACION_ESTIMADA	TIPO_LOCALIDAD	CLASIFICACION_ABC	REGION	ZONA_GEOGRAFICA	DENSIDAD_DEMANDA
Pueblo Chico 6461	Huancayo	-12.017253	-75.318654	523	8207	Urbano	C	Junín	Sierra	0.07
Caserío Bajo 6462	Arequipa	-16.452039	-71.530895	1004	20020	Urbano	B	Arequipa	Sierra	0.08
Sector Norte 6463	Cuenca	-2.871131	-78.96928	4657	143	Comercial	A	Azuay	Sierra	0.1
Centro Norte 6464	Medellín	6.200532	-75.598307	4241	85	Comercial	A	Antioquia	Andina	0.14
Barrio Industrial 6465	Cusco	-13.460711	-71.958308	1183	107	Comercial	B	Cusco	Sierra	0.05
Pueblo Nuevo 6466	Arequipa	-16.303687	-71.506478	2361	39031	Urbano	A	Arequipa	Sierra	0.12
Distrito Chico 6467	La Paz	-16.455088	-68.216977	443	4268	Urbano	C	La Paz	Altiplano	0.07
Pueblo Viejo 6468	Medellín	6.232887	-75.573876	734	11223	Urbano	C	Antioquia	Andina	0.09
Distrito Chico 6469	El Alto	-16.512371	-68.108758	1009	15619	Urbano	B	La Paz	Altiplano	0.1
Distrito Viejo 6470	Cusco	-13.54517	-72.039048	182	3491	Urbano	C	Cusco	Sierra	0.1
Urbanización Nuevo 6471	Trujillo	-8.082759	-78.997624	606	12117	Urbano	C	La Libertad	Costa	0.06
Villa Nuevo 6472	Guayaquil	-2.070151	-79.944611	779	7751	Urbano	C	Guayas	Costa	0.11
Caserío Central 6473	Huancayo	-12.036644	-75.255826	5349	66969	Urbano	A	Junín	Sierra	0.14
Sector Grande 6474	Bogotá	4.690509	-74.027603	4012	243	Comercial	A	Cundinamarca	Andina	0.13
Urbanización Grande 6475	Huancayo	-12.101035	-75.108198	6	144	Rural	C	Junín	Sierra	0.13
Caserío Chico 6476	Cali	3.419792	-76.512198	751	9525	Urbano	C	Valle del Cauca	Pacífico	0.12
Barrio Alto 6477	Bogotá	4.706656	-74.063709	134	2791	Rural	C	Cundinamarca	Andina	0.06
Caserío Central 6478	Santa Cruz	-17.843873	-63.137456	3933	54791	Urbano	A	Santa Cruz	Llanos	0.09
Urbanización Norte 6479	Chiclayo	-6.790507	-79.863076	3963	36956	Urbano	A	Lambayeque	Costa	0.1
Urbanización Industrial 6480	Arequipa	-16.306645	-71.513244	1938	26748	Urbano	B	Arequipa	Sierra	0.15
Distrito Central 6481	Arequipa	-16.366958	-71.481483	7287	64248	Urbano	A	Arequipa	Sierra	0.15
Zona Comercial Central 6482	Iquitos	-3.736929	-73.238391	389	7668	Urbano	C	Loreto	Selva	0.12
Centro Central 6483	La Paz	-16.460901	-68.130588	998	9524	Urbano	B	La Paz	Altiplano	0.13
Barrio Oeste 6484	Barranquilla	10.950947	-74.746635	3082	28959	Urbano	A	Atlántico	Caribe	0.09
Zona Comercial Grande 6485	Cali	3.536469	-76.543499	1741	32393	Urbano	B	Valle del Cauca	Pacífico	0.14
Caserío Nuevo 6486	Bogotá	4.632763	-74.12983	36	770	Rural	C	Cundinamarca	Andina	0.09
Sector Nuevo 6487	Barranquilla	10.977201	-74.806729	3227	50577	Urbano	A	Atlántico	Caribe	0.14
Sector Oeste 6488	Cusco	-13.423154	-71.877796	572	9490	Urbano	C	Cusco	Sierra	0.11
Caserío Sur 6489	Quito	-0.1572	-78.414566	1785	23255	Urbano	B	Pichincha	Sierra	0.08
Pueblo Oeste 6490	El Alto	-16.531708	-68.166722	2196	35965	Urbano	A	La Paz	Altiplano	0.13
Pueblo Alto 6491	Huancayo	-12.044378	-75.258347	150	2029	Rural	C	Junín	Sierra	0.13
Urbanización Viejo 6492	Cusco	-13.532612	-72.003561	1776	16162	Urbano	B	Cusco	Sierra	0.07
Zona Comercial Central 6493	Cartagena	10.428559	-75.46288	1532	22530	Urbano	B	Bolívar	Caribe	0.08
Caserío Chico 6494	Barranquilla	10.964917	-74.723774	32	1386	Rural	C	Atlántico	Caribe	0.15
Villa Viejo 6495	Cali	3.425501	-76.465841	1375	22953	Urbano	B	Valle del Cauca	Pacífico	0.11
Sector Bajo 6496	Huancayo	-12.104918	-75.136442	176	2401	Urbano	C	Junín	Sierra	0.07
Sector Central 6497	Cuenca	-2.912619	-78.989372	508	4915	Urbano	C	Azuay	Sierra	0.15
Centro Oeste 6498	Medellín	6.329451	-75.565066	456	6908	Urbano	C	Antioquia	Andina	0.07
Villa Oeste 6499	La Paz	-16.49839	-68.157884	2188	34526	Urbano	A	La Paz	Altiplano	0.12
Urbanización Sur 6500	Guayaquil	-2.079528	-79.860397	280	3537	Urbano	C	Guayas	Costa	0.09
Caserío Nuevo 6501	Bogotá	4.683459	-74.130365	3227	936	Comercial	A	Cundinamarca	Andina	0.12
Caserío Chico 6502	Arequipa	-16.412902	-71.568285	2462	30198	Urbano	A	Arequipa	Sierra	0.14
Barrio Grande 6503	Iquitos	-3.755577	-73.334264	2122	19666	Urbano	A	Loreto	Selva	0.09
Anexo Oeste 6504	Arequipa	-16.423873	-71.589087	15426	133981	Urbano	A	Arequipa	Sierra	0.08
Zona Comercial Sur 6505	Cochabamba	-17.309915	-66.215661	134	1757	Rural	C	Cochabamba	Valles	0.08
Pueblo Chico 6506	Trujillo	-8.152932	-79.066325	533	6596	Urbano	C	La Libertad	Costa	0.06
Zona Comercial Central 6507	Barranquilla	10.934861	-74.794768	706	9158	Urbano	C	Atlántico	Caribe	0.11
Zona Comercial Grande 6508	Santa Cruz	-17.795657	-63.189569	791	8037	Urbano	C	Santa Cruz	Llanos	0.14
Sector Viejo 6509	Arequipa	-16.364168	-71.534237	3521	31983	Urbano	A	Arequipa	Sierra	0.1
Centro Grande 6510	Cartagena	10.43846	-75.538446	2352	22623	Urbano	A	Bolívar	Caribe	0.09
Villa Este 6511	Chiclayo	-6.750689	-79.807182	1890	638	Comercial	B	Lambayeque	Costa	0.13
Anexo Bajo 6512	Trujillo	-8.121726	-79.050092	65	960	Rural	C	La Libertad	Costa	0.13
Zona Comercial Viejo 6513	Huancayo	-12.124323	-75.176214	2889	609	Comercial	A	Junín	Sierra	0.08
Distrito Norte 6514	Cartagena	10.455493	-75.438677	285	3763	Urbano	C	Bolívar	Caribe	0.11
Caserío Sur 6515	Santa Cruz	-17.768549	-63.201205	462	5535	Urbano	C	Santa Cruz	Llanos	0.05
Sector Nuevo 6516	Cartagena	10.476841	-75.549785	2095	33554	Urbano	A	Bolívar	Caribe	0.08
Villa Viejo 6517	Cuenca	-2.812761	-79.028773	555	8061	Urbano	C	Azuay	Sierra	0.09
Sector Grande 6518	Bogotá	4.707709	-74.13718	66	1822	Rural	C	Cundinamarca	Andina	0.14
Villa Este 6519	Guayaquil	-1.980032	-79.898548	28	481	Rural	C	Guayas	Costa	0.14
Sector Grande 6520	Huancayo	-12.138951	-75.249933	2568	42199	Urbano	A	Junín	Sierra	0.09
Urbanización Industrial 6521	Manta	-0.862562	-80.760718	57	800	Rural	C	Manabí	Costa	0.07
Sector Este 6522	Medellín	6.272233	-75.537591	8694	98528	Urbano	A	Antioquia	Andina	0.11
Zona Comercial Este 6523	Chiclayo	-6.716641	-79.930713	1047	14454	Urbano	B	Lambayeque	Costa	0.06
Zona Comercial Viejo 6524	Cuenca	-2.898332	-78.981331	4674	64400	Urbano	A	Azuay	Sierra	0.09
Pueblo Alto 6525	Huancayo	-12.148365	-75.161025	3174	29962	Urbano	A	Junín	Sierra	0.07
Sector Chico 6526	Manta	-0.955092	-80.679993	130	2148	Urbano	C	Manabí	Costa	0.13
Barrio Grande 6527	Cali	3.473972	-76.510086	3743	44565	Urbano	A	Valle del Cauca	Pacífico	0.12
Barrio Viejo 6528	Cusco	-13.54221	-71.849894	4348	81895	Urbano	A	Cusco	Sierra	0.14
Distrito Alto 6529	Lima	-12.057787	-77.067649	2224	20661	Urbano	A	Lima	Costa	0.1
Sector Central 6530	Arequipa	-16.38935	-71.544621	3444	46932	Urbano	A	Arequipa	Sierra	0.13
Urbanización Industrial 6531	Guayaquil	-2.139349	-79.893998	1753	17722	Urbano	B	Guayas	Costa	0.05
Pueblo Nuevo 6532	El Alto	-16.561536	-68.114024	1479	12392	Urbano	B	La Paz	Altiplano	0.13
Anexo Norte 6533	Huancayo	-12.093849	-75.191916	4862	715	Comercial	A	Junín	Sierra	0.13
Villa Norte 6534	Manta	-0.874922	-80.73752	745	10020	Urbano	C	Manabí	Costa	0.07
Caserío Bajo 6535	Arequipa	-16.468578	-71.592486	2098	28174	Urbano	A	Arequipa	Sierra	0.09
Villa Oeste 6536	Manta	-0.875087	-80.765661	3098	316	Comercial	A	Manabí	Costa	0.05
Distrito Industrial 6537	Chiclayo	-6.710546	-79.897404	2264	25223	Urbano	A	Lambayeque	Costa	0.1
Pueblo Bajo 6538	La Paz	-16.536865	-68.135287	2630	27167	Urbano	A	La Paz	Altiplano	0.09
Pueblo Chico 6539	Quito	-0.14405	-78.450374	1673	17075	Urbano	B	Pichincha	Sierra	0.07
Pueblo Central 6540	Trujillo	-8.129887	-79.098703	2013	21869	Urbano	A	La Libertad	Costa	0.07
Distrito Nuevo 6541	Trujillo	-8.189097	-78.954543	2397	33405	Urbano	A	La Libertad	Costa	0.06
Pueblo Grande 6542	Cuenca	-2.986608	-79.027322	6670	60312	Urbano	A	Azuay	Sierra	0.12
Sector Bajo 6543	Bogotá	4.670858	-74.071984	63	2568	Rural	C	Cundinamarca	Andina	0.1
Anexo Norte 6544	Barranquilla	10.99501	-74.742095	1462	17401	Urbano	B	Atlántico	Caribe	0.12
Pueblo Grande 6545	Iquitos	-3.69157	-73.273085	1200	407	Comercial	B	Loreto	Selva	0.13
Anexo Industrial 6546	Cusco	-13.566458	-71.940542	4167	37854	Urbano	A	Cusco	Sierra	0.15
Sector Grande 6547	Quito	-0.176907	-78.447297	1330	14371	Urbano	B	Pichincha	Sierra	0.11
Villa Central 6548	Cusco	-13.540348	-72.009516	814	9486	Urbano	B	Cusco	Sierra	0.13
Barrio Nuevo 6549	Trujillo	-8.156163	-79.017672	1513	397	Comercial	B	La Libertad	Costa	0.12
Anexo Oeste 6550	Iquitos	-3.787779	-73.226157	8367	82239	Urbano	A	Loreto	Selva	0.07
Caserío Sur 6551	Huancayo	-12.107939	-75.213269	568	9897	Urbano	C	Junín	Sierra	0.08
Pueblo Sur 6552	Huancayo	-12.091762	-75.228187	1305	21060	Urbano	B	Junín	Sierra	0.11
Anexo Chico 6553	Cali	3.357063	-76.549723	3223	38665	Urbano	A	Valle del Cauca	Pacífico	0.07
Pueblo Grande 6554	Quito	-0.130323	-78.408153	1352	18129	Urbano	B	Pichincha	Sierra	0.13
Caserío Bajo 6555	Cochabamba	-17.397531	-66.152095	207	2826	Rural	C	Cochabamba	Valles	0.14
Distrito Nuevo 6556	Cali	3.454466	-76.498143	4589	46346	Urbano	A	Valle del Cauca	Pacífico	0.14
Caserío Alto 6557	Cali	3.477973	-76.482807	281	2898	Urbano	C	Valle del Cauca	Pacífico	0.08
Caserío Alto 6558	El Alto	-16.544599	-68.142804	703	7139	Urbano	C	La Paz	Altiplano	0.14
Pueblo Oeste 6559	Trujillo	-8.031111	-79.066561	3223	853	Comercial	A	La Libertad	Costa	0.14
Sector Oeste 6560	Iquitos	-3.793281	-73.259903	875	954	Comercial	B	Loreto	Selva	0.14
Urbanización Alto 6561	Cartagena	10.387992	-75.517801	5135	66427	Urbano	A	Bolívar	Caribe	0.07
Caserío Industrial 6562	Bogotá	4.764152	-74.06708	1736	17055	Urbano	B	Cundinamarca	Andina	0.07
Villa Central 6563	Huancayo	-12.034938	-75.218019	6181	71013	Urbano	A	Junín	Sierra	0.11
Anexo Oeste 6564	Manta	-0.866417	-80.676413	76	2276	Rural	C	Manabí	Costa	0.07
Caserío Central 6565	Medellín	6.214011	-75.681463	2937	532	Comercial	A	Antioquia	Andina	0.09
Distrito Bajo 6566	Huancayo	-12.00104	-75.203576	6500	59267	Urbano	A	Junín	Sierra	0.14
Urbanización Norte 6567	Cusco	-13.534443	-71.967089	1490	17784	Urbano	B	Cusco	Sierra	0.13
Sector Chico 6568	Santa Cruz	-17.8235	-63.131465	5247	64067	Urbano	A	Santa Cruz	Llanos	0.11
Villa Chico 6569	Chiclayo	-6.671496	-79.879458	633	7038	Urbano	C	Lambayeque	Costa	0.15
Caserío Bajo 6570	Manta	-0.927397	-80.656067	3496	33375	Urbano	A	Manabí	Costa	0.07
Villa Bajo 6571	La Paz	-16.520828	-68.259946	4045	61616	Urbano	A	La Paz	Altiplano	0.06
Villa Nuevo 6572	Manta	-0.966974	-80.609268	3631	40295	Urbano	A	Manabí	Costa	0.11
Barrio Nuevo 6573	Lima	-12.019396	-77.01795	2640	26320	Urbano	A	Lima	Costa	0.06
Urbanización Viejo 6574	Bogotá	4.735435	-74.047142	4059	52774	Urbano	A	Cundinamarca	Andina	0.11
Urbanización Nuevo 6575	Chiclayo	-6.728735	-79.81255	222	2283	Urbano	C	Lambayeque	Costa	0.09
Barrio Viejo 6576	Cuenca	-2.905124	-78.974659	3615	697	Comercial	A	Azuay	Sierra	0.09
Centro Este 6577	Cusco	-13.623357	-71.998637	6221	53657	Urbano	A	Cusco	Sierra	0.07
Barrio Alto 6578	Barranquilla	10.927702	-74.75556	2056	36343	Urbano	A	Atlántico	Caribe	0.11
Caserío Alto 6579	Lima	-11.96703	-77.119465	5657	70541	Urbano	A	Lima	Costa	0.08
Pueblo Bajo 6580	Bogotá	4.862948	-74.105593	4470	43669	Urbano	A	Cundinamarca	Andina	0.13
Anexo Este 6581	Bogotá	4.623488	-74.078733	478	4187	Urbano	C	Cundinamarca	Andina	0.13
Barrio Sur 6582	Medellín	6.213196	-75.527373	280	4246	Urbano	C	Antioquia	Andina	0.1
Anexo Nuevo 6583	Cusco	-13.652585	-71.932161	10780	95398	Urbano	A	Cusco	Sierra	0.09
Sector Central 6584	Arequipa	-16.360255	-71.551195	37	1751	Rural	C	Arequipa	Sierra	0.05
Urbanización Este 6585	Trujillo	-8.04341	-79.015273	1666	502	Comercial	B	La Libertad	Costa	0.13
Zona Comercial Industrial 6586	Lima	-11.975745	-77.048465	59	773	Rural	C	Lima	Costa	0.13
Centro Industrial 6587	Arequipa	-16.50241	-71.533125	321	4177	Urbano	C	Arequipa	Sierra	0.09
Pueblo Este 6588	Chiclayo	-6.847035	-79.754483	61	1356	Rural	C	Lambayeque	Costa	0.1
Zona Comercial Central 6589	La Paz	-16.525553	-68.248474	1654	20235	Urbano	B	La Paz	Altiplano	0.12
Distrito Sur 6590	Quito	-0.149924	-78.500063	1605	16003	Urbano	B	Pichincha	Sierra	0.12
Urbanización Grande 6591	Cartagena	10.38613	-75.44633	560	5541	Urbano	C	Bolívar	Caribe	0.1
Anexo Sur 6592	Arequipa	-16.403964	-71.578493	2838	24633	Urbano	A	Arequipa	Sierra	0.15
Pueblo Industrial 6593	Chiclayo	-6.758937	-79.878983	16	251	Rural	C	Lambayeque	Costa	0.14
Caserío Industrial 6594	Chiclayo	-6.717079	-79.750586	1429	21917	Urbano	B	Lambayeque	Costa	0.13
Caserío Viejo 6595	Bogotá	4.707641	-73.983112	166	2305	Rural	C	Cundinamarca	Andina	0.07
Urbanización Central 6596	Barranquilla	10.885749	-74.889749	1119	14131	Urbano	B	Atlántico	Caribe	0.12
Pueblo Industrial 6597	Barranquilla	10.986811	-74.780567	2109	32623	Urbano	A	Atlántico	Caribe	0.1
Distrito Alto 6598	Lima	-12.058644	-77.064504	3033	31805	Urbano	A	Lima	Costa	0.14
Pueblo Bajo 6599	Quito	-0.148043	-78.47015	3025	35066	Urbano	A	Pichincha	Sierra	0.1
Barrio Central 6600	Manta	-0.980354	-80.714468	812	11630	Urbano	B	Manabí	Costa	0.14
Distrito Grande 6601	Huancayo	-12.111198	-75.156699	1865	969	Comercial	B	Junín	Sierra	0.14
Urbanización Nuevo 6602	Lima	-12.019639	-77.120717	1593	21966	Urbano	B	Lima	Costa	0.1
Pueblo Chico 6603	Huancayo	-12.048619	-75.215258	6876	91495	Urbano	A	Junín	Sierra	0.07
Distrito Nuevo 6604	Huancayo	-12.028734	-75.238993	3486	547	Comercial	A	Junín	Sierra	0.11
Pueblo Viejo 6605	Manta	-0.960561	-80.603071	5480	68336	Urbano	A	Manabí	Costa	0.11
Caserío Viejo 6606	Cusco	-13.5881	-71.947899	2385	41987	Urbano	A	Cusco	Sierra	0.13
Urbanización Viejo 6607	Cusco	-13.580274	-72.00719	15	262	Rural	C	Cusco	Sierra	0.14
Barrio Este 6608	Medellín	6.166458	-75.576006	1078	11846	Urbano	B	Antioquia	Andina	0.07
Pueblo Central 6609	Huancayo	-12.148778	-75.240273	452	6415	Urbano	C	Junín	Sierra	0.13
Zona Comercial Industrial 6610	Chiclayo	-6.749422	-79.843133	894	299	Comercial	B	Lambayeque	Costa	0.06
Caserío Nuevo 6611	Lima	-12.055162	-76.985563	391	6504	Urbano	C	Lima	Costa	0.15
Zona Comercial Bajo 6612	Cartagena	10.375901	-75.505581	435	4755	Urbano	C	Bolívar	Caribe	0.15
Pueblo Viejo 6613	Arequipa	-16.404581	-71.536992	1855	31993	Urbano	B	Arequipa	Sierra	0.11
Pueblo Este 6614	Trujillo	-8.142165	-79.050502	503	4892	Urbano	C	La Libertad	Costa	0.13
Villa Industrial 6615	Cartagena	10.42991	-75.449003	223	3849	Urbano	C	Bolívar	Caribe	0.07
Barrio Alto 6616	Guayaquil	-2.213774	-79.981747	1099	600	Comercial	B	Guayas	Costa	0.14
Centro Nuevo 6617	Huancayo	-12.140413	-75.251609	38	1160	Rural	C	Junín	Sierra	0.06
Anexo Chico 6618	La Paz	-16.509218	-68.215058	2654	51100	Urbano	A	La Paz	Altiplano	0.06
Centro Viejo 6619	Barranquilla	10.866665	-74.78103	1540	15458	Urbano	B	Atlántico	Caribe	0.07
Anexo Viejo 6620	Arequipa	-16.436184	-71.569289	104	1667	Rural	C	Arequipa	Sierra	0.05
Urbanización Central 6621	Manta	-0.984183	-80.724152	4099	813	Comercial	A	Manabí	Costa	0.12
Villa Sur 6622	Medellín	6.341418	-75.571163	368	4130	Urbano	C	Antioquia	Andina	0.07
Pueblo Nuevo 6623	Cusco	-13.641297	-71.947122	1782	30281	Urbano	B	Cusco	Sierra	0.1
Zona Comercial Central 6624	Bogotá	4.700827	-74.119582	1130	14971	Urbano	B	Cundinamarca	Andina	0.15
Anexo Central 6625	Arequipa	-16.381817	-71.537677	210	3223	Urbano	C	Arequipa	Sierra	0.1
Centro Norte 6626	Arequipa	-16.471467	-71.422597	3539	43926	Urbano	A	Arequipa	Sierra	0.11
Caserío Grande 6627	Bogotá	4.605956	-74.073119	280	3612	Urbano	C	Cundinamarca	Andina	0.14
Urbanización Grande 6628	Guayaquil	-2.273179	-79.938113	107	1631	Rural	C	Guayas	Costa	0.15
Pueblo Grande 6629	Iquitos	-3.767107	-73.219493	3134	39762	Urbano	A	Loreto	Selva	0.13
Zona Comercial Industrial 6630	Cartagena	10.385149	-75.42674	597	8031	Urbano	C	Bolívar	Caribe	0.08
Zona Comercial Chico 6631	Manta	-0.901983	-80.652634	4684	39550	Urbano	A	Manabí	Costa	0.12
Barrio Industrial 6632	Cochabamba	-17.32168	-66.09556	3994	55113	Urbano	A	Cochabamba	Valles	0.07
Urbanización Norte 6633	Chiclayo	-6.67614	-79.836747	426	3951	Urbano	C	Lambayeque	Costa	0.06
Distrito Norte 6634	Bogotá	4.779998	-74.111786	2042	26725	Urbano	A	Cundinamarca	Andina	0.09
Zona Comercial Alto 6635	Quito	-0.160883	-78.374263	823	298	Comercial	B	Pichincha	Sierra	0.11
Distrito Este 6636	Lima	-12.068601	-77.118413	38	1442	Rural	C	Lima	Costa	0.07
Urbanización Sur 6637	Lima	-12.076596	-77.004205	6691	73396	Urbano	A	Lima	Costa	0.11
Distrito Nuevo 6638	Iquitos	-3.745843	-73.189368	4824	119	Comercial	A	Loreto	Selva	0.12
Anexo Sur 6639	Lima	-12.051503	-77.038771	381	5904	Urbano	C	Lima	Costa	0.06
Centro Oeste 6640	Iquitos	-3.793846	-73.280565	1908	23457	Urbano	B	Loreto	Selva	0.07
Centro Industrial 6641	Manta	-0.974353	-80.674829	38	752	Rural	C	Manabí	Costa	0.05
Sector Sur 6642	Huancayo	-11.976249	-75.208396	203	2669	Urbano	C	Junín	Sierra	0.07
Sector Viejo 6643	Quito	-0.115146	-78.407864	170	2790	Urbano	C	Pichincha	Sierra	0.14
Barrio Nuevo 6644	Santa Cruz	-17.731946	-63.086496	121	2884	Rural	C	Santa Cruz	Llanos	0.1
Urbanización Chico 6645	Cusco	-13.549164	-71.9466	4333	36125	Urbano	A	Cusco	Sierra	0.08
Urbanización Oeste 6646	Cartagena	10.402673	-75.410815	209	3488	Urbano	C	Bolívar	Caribe	0.13
Pueblo Chico 6647	Medellín	6.26437	-75.566779	3935	35038	Urbano	A	Antioquia	Andina	0.08
Villa Sur 6648	Cusco	-13.519943	-71.918162	2014	757	Comercial	A	Cusco	Sierra	0.15
Pueblo Nuevo 6649	Iquitos	-3.712378	-73.247612	1505	21867	Urbano	B	Loreto	Selva	0.15
Urbanización Industrial 6650	Chiclayo	-6.774454	-79.82552	385	5882	Urbano	C	Lambayeque	Costa	0.08
Distrito Oeste 6651	Arequipa	-16.436869	-71.512056	2201	29816	Urbano	A	Arequipa	Sierra	0.12
Centro Este 6652	Barranquilla	10.993351	-74.773706	17	844	Rural	C	Atlántico	Caribe	0.07
Anexo Viejo 6653	Medellín	6.169063	-75.678364	6815	62051	Urbano	A	Antioquia	Andina	0.1
Zona Comercial Bajo 6654	Arequipa	-16.398041	-71.609208	602	7987	Urbano	C	Arequipa	Sierra	0.15
Caserío Grande 6655	Bogotá	4.722382	-74.077479	134	2311	Rural	C	Cundinamarca	Andina	0.05
Pueblo Sur 6656	Chiclayo	-6.763115	-79.850005	3144	30196	Urbano	A	Lambayeque	Costa	0.1
Urbanización Central 6657	Cali	3.420593	-76.608597	3163	40804	Urbano	A	Valle del Cauca	Pacífico	0.05
Pueblo Grande 6658	Barranquilla	11.022165	-74.816057	2142	19563	Urbano	A	Atlántico	Caribe	0.07
Distrito Sur 6659	El Alto	-16.576804	-68.213635	679	9838	Urbano	C	La Paz	Altiplano	0.11
Villa Bajo 6660	Trujillo	-8.038581	-78.930029	1915	21164	Urbano	B	La Libertad	Costa	0.08
Pueblo Sur 6661	Cali	3.467298	-76.505395	1818	15161	Urbano	B	Valle del Cauca	Pacífico	0.1
Sector Viejo 6662	Cali	3.482855	-76.515642	40	1509	Rural	C	Valle del Cauca	Pacífico	0.14
Villa Grande 6663	Guayaquil	-2.18805	-80.005012	221	2522	Urbano	C	Guayas	Costa	0.08
Zona Comercial Sur 6664	Cusco	-13.453559	-72.014982	780	9411	Urbano	C	Cusco	Sierra	0.06
Centro Norte 6665	Guayaquil	-2.269413	-79.918011	54	1291	Rural	C	Guayas	Costa	0.11
Zona Comercial Alto 6666	Barranquilla	11.034632	-74.816715	1039	12156	Urbano	B	Atlántico	Caribe	0.07
Zona Comercial Alto 6667	Trujillo	-8.032554	-78.986516	1822	27593	Urbano	B	La Libertad	Costa	0.1
Urbanización Nuevo 6668	Manta	-0.954136	-80.700992	141	2583	Rural	C	Manabí	Costa	0.14
Caserío Industrial 6669	Cali	3.417059	-76.557867	2936	693	Comercial	A	Valle del Cauca	Pacífico	0.14
Urbanización Viejo 6670	Cali	3.432731	-76.56992	4530	51187	Urbano	A	Valle del Cauca	Pacífico	0.1
Zona Comercial Alto 6671	Bogotá	4.751714	-74.195177	474	8130	Urbano	C	Cundinamarca	Andina	0.07
Caserío Industrial 6672	Huancayo	-12.094548	-75.269241	175	2275	Rural	C	Junín	Sierra	0.08
Pueblo Sur 6673	El Alto	-16.603461	-68.153702	3843	360	Comercial	A	La Paz	Altiplano	0.09
Urbanización Este 6674	Cartagena	10.317056	-75.50862	1371	14002	Urbano	B	Bolívar	Caribe	0.05
Sector Viejo 6675	Huancayo	-12.102895	-75.17077	759	8385	Urbano	C	Junín	Sierra	0.09
Caserío Grande 6676	Barranquilla	10.984726	-74.783966	1367	595	Comercial	B	Atlántico	Caribe	0.07
Anexo Viejo 6677	Quito	-0.161369	-78.515088	6965	72068	Urbano	A	Pichincha	Sierra	0.11
Barrio Viejo 6678	Arequipa	-16.416539	-71.568461	3442	960	Comercial	A	Arequipa	Sierra	0.07
Urbanización Alto 6679	Lima	-12.084597	-77.107349	2928	32340	Urbano	A	Lima	Costa	0.14
Zona Comercial Central 6680	Cali	3.545962	-76.537476	1217	19480	Urbano	B	Valle del Cauca	Pacífico	0.09
Villa Sur 6681	Medellín	6.262522	-75.544235	2261	603	Comercial	A	Antioquia	Andina	0.07
Caserío Viejo 6682	Iquitos	-3.717682	-73.251448	787	8300	Urbano	C	Loreto	Selva	0.14
Centro Alto 6683	Trujillo	-8.10888	-79.038167	2278	517	Comercial	A	La Libertad	Costa	0.08
Urbanización Alto 6684	Cartagena	10.390364	-75.485593	1282	20409	Urbano	B	Bolívar	Caribe	0.11
Barrio Central 6685	Medellín	6.237169	-75.540867	1217	10961	Urbano	B	Antioquia	Andina	0.06
Anexo Chico 6686	Cusco	-13.620187	-71.930298	790	13902	Urbano	C	Cusco	Sierra	0.09
Centro Oeste 6687	Cali	3.505809	-76.583959	3370	38911	Urbano	A	Valle del Cauca	Pacífico	0.12
Centro Nuevo 6688	Manta	-0.988739	-80.735747	94	2828	Rural	C	Manabí	Costa	0.14
Zona Comercial Norte 6689	Huancayo	-12.142929	-75.204778	4201	488	Comercial	A	Junín	Sierra	0.1
Pueblo Central 6690	Barranquilla	10.938236	-74.777805	891	15130	Urbano	B	Atlántico	Caribe	0.15
Anexo Este 6691	Manta	-0.82852	-80.639899	776	12019	Urbano	C	Manabí	Costa	0.13
Urbanización Bajo 6692	Arequipa	-16.452524	-71.535947	6439	72925	Urbano	A	Arequipa	Sierra	0.07
Sector Central 6693	Huancayo	-12.145646	-75.164084	4394	41976	Urbano	A	Junín	Sierra	0.06
Villa Chico 6694	Cartagena	10.417945	-75.466698	3029	28575	Urbano	A	Bolívar	Caribe	0.09
Urbanización Oeste 6695	La Paz	-16.404243	-68.089367	3440	36438	Urbano	A	La Paz	Altiplano	0.07
Zona Comercial Bajo 6696	Barranquilla	11.00325	-74.827299	333	4390	Urbano	C	Atlántico	Caribe	0.07
Urbanización Industrial 6697	Barranquilla	10.937802	-74.765923	3723	35094	Urbano	A	Atlántico	Caribe	0.14
Pueblo Viejo 6698	Santa Cruz	-17.698951	-63.125174	7201	85514	Urbano	A	Santa Cruz	Llanos	0.05
Sector Oeste 6699	Bogotá	4.707858	-74.022055	1207	15411	Urbano	B	Cundinamarca	Andina	0.11
Villa Bajo 6700	Cuenca	-2.815464	-79.091871	2196	18870	Urbano	A	Azuay	Sierra	0.13
Barrio Central 6701	Cali	3.416109	-76.518295	1325	11313	Urbano	B	Valle del Cauca	Pacífico	0.13
Distrito Este 6702	Cochabamba	-17.358111	-66.218761	742	8504	Urbano	C	Cochabamba	Valles	0.08
Sector Grande 6703	Bogotá	4.688214	-73.985725	4202	46331	Urbano	A	Cundinamarca	Andina	0.09
Sector Bajo 6704	Cartagena	10.418123	-75.452666	1640	16335	Urbano	B	Bolívar	Caribe	0.15
Anexo Industrial 6705	Guayaquil	-2.197703	-79.891633	4441	236	Comercial	A	Guayas	Costa	0.13
Distrito Grande 6706	Cali	3.479955	-76.556791	244	3185	Urbano	C	Valle del Cauca	Pacífico	0.12
Barrio Oeste 6707	Chiclayo	-6.766662	-79.877053	3026	571	Comercial	A	Lambayeque	Costa	0.06
Centro Este 6708	La Paz	-16.468167	-68.202847	95	1399	Rural	C	La Paz	Altiplano	0.13
