LOCALIDAD	CIUDAD_BASE	LATITUD	LONGITUD	DEMANDA_PALLETS_ANUAL	POBLACION_ESTIMADA	TIPO_LOCALIDAD	CLASIFICACION_ABC	REGION	ZONA_GEOGRAFICA	DENSIDAD_DEMANDA
Zona Comercial Grande 15694	Cusco	-13.469544	-71.985926	97	2841	Rural	C	Cusco	Sierra	0.1
Villa Alto 15695	Medellín	6.124006	-75.654171	2497	27505	Urbano	A	Antioquia	Andina	0.15
Barrio Central 15696	Lima	-11.997903	-76.995024	2927	37387	Urbano	A	Lima	Costa	0.11
Centro Alto 15697	Cali	3.44854	-76.518832	4522	52213	Urbano	A	Valle del Cauca	Pacífico	0.09
Urbanización Norte 15698	Cuenca	-2.961757	-78.95522	2751	41143	Urbano	A	Azuay	Sierra	0.15
Zona Comercial Industrial 15699	Cochabamba	-17.391468	-66.243106	2542	35908	Urbano	A	Cochabamba	Valles	0.15
Barrio Alto 15700	Trujillo	-8.193416	-78.898097	3090	32744	Urbano	A	La Libertad	Costa	0.06
Zona Comercial Norte 15701	Chiclayo	-6.735789	-79.869962	2116	40593	Urbano	A	Lambayeque	Costa	0.12
Urbanización Viejo 15702	Arequipa	-16.384807	-71.49952	1471	18562	Urbano	B	Arequipa	Sierra	0.08
Distrito Alto 15703	Cusco	-13.516064	-71.876026	3512	647	Comercial	A	Cusco	Sierra	0.15
Centro Industrial 15704	Iquitos	-3.734769	-73.314194	2963	43055	Urbano	A	Loreto	Selva	0.09
Zona Comercial Sur 15705	Guayaquil	-2.109169	-79.961823	2788	36935	Urbano	A	Guayas	Costa	0.12
Centro Grande 15706	Barranquilla	10.943429	-74.724711	896	11864	Urbano	B	Atlántico	Caribe	0.08
Anexo Nuevo 15707	Huancayo	-12.040194	-75.210075	142	1953	Rural	C	Junín	Sierra	0.07
Pueblo Chico 15708	Quito	-0.106953	-78.507503	2278	34062	Urbano	A	Pichincha	Sierra	0.09
Pueblo Central 15709	Medellín	6.26	-75.654776	3389	55728	Urbano	A	Antioquia	Andina	0.11
Pueblo Viejo 15710	Huancayo	-12.056633	-75.184834	50	2150	Rural	C	Junín	Sierra	0.14
Barrio Grande 15711	Huancayo	-12.038537	-75.215559	1941	20949	Urbano	B	Junín	Sierra	0.13
Anexo Nuevo 15712	Arequipa	-16.352714	-71.44892	1998	24704	Urbano	B	Arequipa	Sierra	0.13
Distrito Alto 15713	Cali	3.471625	-76.520398	304	5488	Urbano	C	Valle del Cauca	Pacífico	0.14
Anexo Oeste 15714	Cuenca	-2.949283	-79.058145	610	6717	Urbano	C	Azuay	Sierra	0.06
Distrito Grande 15715	Quito	-0.183816	-78.57041	640	9037	Urbano	C	Pichincha	Sierra	0.07
Sector Nuevo 15716	Cochabamba	-17.337474	-66.248319	328	3807	Urbano	C	Cochabamba	Valles	0.13
Sector Grande 15717	Lima	-11.993118	-76.979054	1672	25773	Urbano	B	Lima	Costa	0.09
Sector Norte 15718	Arequipa	-16.398949	-71.493788	1346	589	Comercial	B	Arequipa	Sierra	0.08
Villa Industrial 15719	Arequipa	-16.444038	-71.544769	1844	24826	Urbano	B	Arequipa	Sierra	0.13
Sector Central 15720	Cali	3.495785	-76.396266	1248	22239	Urbano	B	Valle del Cauca	Pacífico	0.06
Zona Comercial Este 15721	Arequipa	-16.382725	-71.460917	228	3160	Urbano	C	Arequipa	Sierra	0.14
Sector Norte 15722	Cartagena	10.421689	-75.415048	1516	16366	Urbano	B	Bolívar	Caribe	0.12
Centro Industrial 15723	Guayaquil	-2.114465	-79.883498	1217	11893	Urbano	B	Guayas	Costa	0.13
Caserío Industrial 15724	Huancayo	-12.103386	-75.236335	4942	115	Comercial	A	Junín	Sierra	0.14
Pueblo Industrial 15725	Cusco	-13.47729	-71.991492	2040	26090	Urbano	A	Cusco	Sierra	0.09
Caserío Este 15726	Lima	-12.047319	-77.108432	530	8770	Urbano	C	Lima	Costa	0.07
Caserío Grande 15727	Cali	3.531498	-76.493355	148	2503	Rural	C	Valle del Cauca	Pacífico	0.14
Sector Norte 15728	Barranquilla	10.942658	-74.718616	844	8920	Urbano	B	Atlántico	Caribe	0.07
Distrito Industrial 15729	Bogotá	4.684127	-74.074821	1158	19984	Urbano	B	Cundinamarca	Andina	0.09
Caserío Norte 15730	Trujillo	-8.057309	-79.060012	113	1678	Rural	C	La Libertad	Costa	0.14
Barrio Grande 15731	Chiclayo	-6.73465	-79.872837	2314	26874	Urbano	A	Lambayeque	Costa	0.13
Barrio Oeste 15732	Chiclayo	-6.797633	-79.878792	1948	18361	Urbano	B	Lambayeque	Costa	0.06
Anexo Grande 15733	Cusco	-13.497037	-71.93791	3014	35081	Urbano	A	Cusco	Sierra	0.1
Villa Norte 15734	Guayaquil	-2.199179	-79.926511	3526	32165	Urbano	A	Guayas	Costa	0.1
Villa Industrial 15735	Cusco	-13.512196	-72.079548	269	2252	Urbano	C	Cusco	Sierra	0.14
Centro Central 15736	Chiclayo	-6.858558	-79.714951	11999	192952	Urbano	A	Lambayeque	Costa	0.07
Barrio Norte 15737	Cuenca	-2.832603	-78.868235	4269	46547	Urbano	A	Azuay	Sierra	0.11
Distrito Sur 15738	Cochabamba	-17.454423	-66.154169	350	5284	Urbano	C	Cochabamba	Valles	0.08
Distrito Nuevo 15739	Arequipa	-16.36954	-71.477884	1530	24293	Urbano	B	Arequipa	Sierra	0.06
Barrio Central 15740	Lima	-12.074069	-77.0486	2223	281	Comercial	A	Lima	Costa	0.08
Urbanización Industrial 15741	El Alto	-16.520682	-68.143704	19	412	Rural	C	La Paz	Altiplano	0.08
Pueblo Bajo 15742	Guayaquil	-2.153817	-79.892943	7051	64508	Urbano	A	Guayas	Costa	0.14
Sector Norte 15743	Cali	3.398516	-76.535358	5594	102764	Urbano	A	Valle del Cauca	Pacífico	0.1
Centro Este 15744	Medellín	6.276858	-75.670691	156	2610	Urbano	C	Antioquia	Andina	0.08
Anexo Oeste 15745	Bogotá	4.637426	-73.995597	1541	17179	Urbano	B	Cundinamarca	Andina	0.07
Sector Nuevo 15746	Medellín	6.174705	-75.550048	2331	38588	Urbano	A	Antioquia	Andina	0.13
Sector Central 15747	Manta	-0.906177	-80.797079	7881	73772	Urbano	A	Manabí	Costa	0.11
Zona Comercial Este 15748	Chiclayo	-6.828963	-79.815035	689	6006	Urbano	C	Lambayeque	Costa	0.09
Pueblo Chico 15749	Barranquilla	10.899942	-74.733847	1148	18870	Urbano	B	Atlántico	Caribe	0.12
Caserío Este 15750	Arequipa	-16.38757	-71.586916	4154	45313	Urbano	A	Arequipa	Sierra	0.13
Barrio Este 15751	El Alto	-16.538061	-68.141472	2641	44901	Urbano	A	La Paz	Altiplano	0.05
Barrio Viejo 15752	Cuenca	-2.91945	-78.905072	3600	39574	Urbano	A	Azuay	Sierra	0.06
Villa Norte 15753	Arequipa	-16.384551	-71.48118	2467	809	Comercial	A	Arequipa	Sierra	0.12
Centro Chico 15754	Cartagena	10.31311	-75.444995	4730	173	Comercial	A	Bolívar	Caribe	0.11
Urbanización Sur 15755	Cochabamba	-17.376301	-66.178896	4645	901	Comercial	A	Cochabamba	Valles	0.11
Pueblo Sur 15756	Guayaquil	-2.180409	-79.829287	860	16565	Urbano	B	Guayas	Costa	0.07
Barrio Sur 15757	Iquitos	-3.711769	-73.308671	192	3785	Urbano	C	Loreto	Selva	0.08
Centro Bajo 15758	Huancayo	-12.032793	-75.206735	2673	529	Comercial	A	Junín	Sierra	0.05
Centro Central 15759	Lima	-12.031391	-76.976641	31	474	Rural	C	Lima	Costa	0.07
Villa Industrial 15760	Trujillo	-8.086654	-79.06522	2276	44966	Urbano	A	La Libertad	Costa	0.1
Villa Sur 15761	Cusco	-13.571633	-72.095199	5632	68477	Urbano	A	Cusco	Sierra	0.1
Barrio Grande 15762	Cusco	-13.559093	-71.994418	1391	22421	Urbano	B	Cusco	Sierra	0.11
Centro Sur 15763	Bogotá	4.688817	-74.14251	364	6726	Urbano	C	Cundinamarca	Andina	0.05
Sector Central 15764	Manta	-0.998615	-80.653719	8403	80943	Urbano	A	Manabí	Costa	0.07
Pueblo Grande 15765	Huancayo	-12.074014	-75.309764	1751	15575	Urbano	B	Junín	Sierra	0.1
Pueblo Alto 15766	Medellín	6.179018	-75.602052	2700	29065	Urbano	A	Antioquia	Andina	0.13
Zona Comercial Sur 15767	Iquitos	-3.750244	-73.203436	34	1016	Rural	C	Loreto	Selva	0.08
Barrio Norte 15768	Barranquilla	10.949435	-74.765635	1975	22193	Urbano	B	Atlántico	Caribe	0.12
Distrito Oeste 15769	La Paz	-16.488239	-68.118337	2791	49017	Urbano	A	La Paz	Altiplano	0.12
Urbanización Bajo 15770	Manta	-0.938835	-80.655373	4023	66146	Urbano	A	Manabí	Costa	0.1
Pueblo Alto 15771	Chiclayo	-6.825217	-79.910913	695	6816	Urbano	C	Lambayeque	Costa	0.08
Anexo Alto 15772	Trujillo	-8.1442	-79.022662	888	8426	Urbano	B	La Libertad	Costa	0.12
Centro Bajo 15773	Bogotá	4.693031	-74.067803	4389	40541	Urbano	A	Cundinamarca	Andina	0.08
Sector Grande 15774	Cartagena	10.347286	-75.466536	1826	36062	Urbano	B	Bolívar	Caribe	0.1
Centro Sur 15775	Barranquilla	10.984946	-74.804088	71	1841	Rural	C	Atlántico	Caribe	0.13
Sector Bajo 15776	Cali	3.460397	-76.600172	7421	77680	Urbano	A	Valle del Cauca	Pacífico	0.12
Barrio Este 15777	Trujillo	-8.182597	-79.02601	1536	257	Comercial	B	La Libertad	Costa	0.12
Pueblo Bajo 15778	Cuenca	-2.86809	-79.068986	3818	37244	Urbano	A	Azuay	Sierra	0.07
Zona Comercial Grande 15779	Manta	-1.092531	-80.697726	2972	32516	Urbano	A	Manabí	Costa	0.12
Villa Central 15780	Cartagena	10.383409	-75.558953	910	9750	Urbano	B	Bolívar	Caribe	0.1
Barrio Bajo 15781	Trujillo	-8.122179	-78.946313	535	9372	Urbano	C	La Libertad	Costa	0.08
Barrio Central 15782	Arequipa	-16.333117	-71.448946	1430	22262	Urbano	B	Arequipa	Sierra	0.13
Caserío Viejo 15783	Cartagena	10.445546	-75.456075	611	6887	Urbano	C	Bolívar	Caribe	0.08
Pueblo Alto 15784	Barranquilla	11.012182	-74.77836	2139	23753	Urbano	A	Atlántico	Caribe	0.09
Urbanización Este 15785	Cali	3.349543	-76.449953	951	12933	Urbano	B	Valle del Cauca	Pacífico	0.15
Distrito Nuevo 15786	Medellín	6.199442	-75.551446	1314	11182	Urbano	B	Antioquia	Andina	0.07
Anexo Central 15787	Barranquilla	11.050766	-74.745186	1187	18244	Urbano	B	Atlántico	Caribe	0.06
Urbanización Alto 15788	Arequipa	-16.438532	-71.524231	15	421	Rural	C	Arequipa	Sierra	0.09
Caserío Viejo 15789	Lima	-12.012056	-77.072026	97	2374	Rural	C	Lima	Costa	0.08
Zona Comercial Chico 15790	Cartagena	10.384223	-75.599373	71	1453	Rural	C	Bolívar	Caribe	0.06
Centro Central 15791	Cartagena	10.384835	-75.488388	694	11178	Urbano	C	Bolívar	Caribe	0.09
Zona Comercial Central 15792	Santa Cruz	-17.712749	-63.221588	4955	50404	Urbano	A	Santa Cruz	Llanos	0.1
Distrito Central 15793	Cusco	-13.502244	-71.925786	59	1168	Rural	C	Cusco	Sierra	0.08
Caserío Central 15794	Iquitos	-3.798133	-73.326166	35	480	Rural	C	Loreto	Selva	0.07
Villa Chico 15795	Trujillo	-8.148519	-79.012976	329	3022	Urbano	C	La Libertad	Costa	0.11
Villa Nuevo 15796	Santa Cruz	-17.848334	-63.192927	350	4727	Urbano	C	Santa Cruz	Llanos	0.11
Zona Comercial Norte 15797	Trujillo	-8.105963	-79.162389	2796	32921	Urbano	A	La Libertad	Costa	0.05
Distrito Central 15798	Manta	-0.955808	-80.616299	3394	129	Comercial	A	Manabí	Costa	0.14
Pueblo Viejo 15799	Quito	-0.129318	-78.470203	1019	18568	Urbano	B	Pichincha	Sierra	0.1
Anexo Norte 15800	Santa Cruz	-17.749922	-63.168849	1768	33144	Urbano	B	Santa Cruz	Llanos	0.09
Centro Industrial 15801	Manta	-0.958312	-80.692629	1331	22911	Urbano	B	Manabí	Costa	0.11
Zona Comercial Norte 15802	Huancayo	-12.061331	-75.301636	1072	11345	Urbano	B	Junín	Sierra	0.1
Anexo Este 15803	Cuenca	-2.926986	-78.958721	3146	397	Comercial	A	Azuay	Sierra	0.08
Sector Nuevo 15804	Iquitos	-3.788524	-73.331021	722	13648	Urbano	C	Loreto	Selva	0.07
Caserío Chico 15805	Quito	-0.212093	-78.454848	300	3807	Urbano	C	Pichincha	Sierra	0.11
Villa Este 15806	Bogotá	4.752854	-74.033439	6000	72154	Urbano	A	Cundinamarca	Andina	0.12
Urbanización Viejo 15807	Quito	-0.306053	-78.452867	786	14618	Urbano	C	Pichincha	Sierra	0.09
Urbanización Central 15808	Guayaquil	-2.280961	-79.941808	2136	40415	Urbano	A	Guayas	Costa	0.13
Villa Alto 15809	Quito	-0.262254	-78.436829	7233	72665	Urbano	A	Pichincha	Sierra	0.15
Anexo Norte 15810	Chiclayo	-6.773784	-79.798721	4718	472	Comercial	A	Lambayeque	Costa	0.14
Villa Grande 15811	Trujillo	-8.087854	-79.052901	3363	30634	Urbano	A	La Libertad	Costa	0.14
Sector Nuevo 15812	Trujillo	-8.102558	-79.110623	165	2132	Rural	C	La Libertad	Costa	0.08
Distrito Este 15813	Quito	-0.200434	-78.470731	1879	352	Comercial	B	Pichincha	Sierra	0.12
Caserío Oeste 15814	Bogotá	4.721486	-74.121132	2805	27144	Urbano	A	Cundinamarca	Andina	0.06
Villa Sur 15815	Iquitos	-3.653469	-73.224821	946	11069	Urbano	B	Loreto	Selva	0.14
Caserío Bajo 15816	Guayaquil	-2.15865	-79.92603	3548	44154	Urbano	A	Guayas	Costa	0.11
Anexo Sur 15817	Bogotá	4.769434	-74.02213	491	4473	Urbano	C	Cundinamarca	Andina	0.07
Pueblo Grande 15818	Santa Cruz	-17.825945	-63.134487	4688	39285	Urbano	A	Santa Cruz	Llanos	0.12
Zona Comercial Industrial 15819	Chiclayo	-6.700952	-79.823253	909	420	Comercial	B	Lambayeque	Costa	0.08
Urbanización Norte 15820	Cusco	-13.517736	-72.074243	474	7913	Urbano	C	Cusco	Sierra	0.07
Caserío Este 15821	Medellín	6.179956	-75.573863	949	724	Comercial	B	Antioquia	Andina	0.08
Anexo Alto 15822	Cusco	-13.571457	-71.958729	5924	52649	Urbano	A	Cusco	Sierra	0.07
Pueblo Sur 15823	Trujillo	-8.062028	-79.009666	2127	458	Comercial	A	La Libertad	Costa	0.13
Centro Viejo 15824	Barranquilla	10.949624	-74.768383	1928	28305	Urbano	B	Atlántico	Caribe	0.05
Sector Grande 15825	Chiclayo	-6.778125	-79.878579	3703	52220	Urbano	A	Lambayeque	Costa	0.12
Urbanización Grande 15826	Cali	3.452772	-76.596103	1166	19093	Urbano	B	Valle del Cauca	Pacífico	0.09
Villa Bajo 15827	Arequipa	-16.366445	-71.43012	4268	510	Comercial	A	Arequipa	Sierra	0.08
Urbanización Chico 15828	La Paz	-16.550819	-68.122648	1390	21585	Urbano	B	La Paz	Altiplano	0.1
Pueblo Bajo 15829	Arequipa	-16.383619	-71.590397	201	2563	Rural	C	Arequipa	Sierra	0.13
Villa Este 15830	Trujillo	-8.087246	-79.038298	4386	51584	Urbano	A	La Libertad	Costa	0.06
Villa Norte 15831	El Alto	-16.464788	-68.144385	72	1092	Rural	C	La Paz	Altiplano	0.13
Barrio Chico 15832	Cartagena	10.426184	-75.519498	265	3338	Urbano	C	Bolívar	Caribe	0.13
Caserío Norte 15833	Cartagena	10.392754	-75.434778	3769	39800	Urbano	A	Bolívar	Caribe	0.09
Villa Este 15834	Cali	3.409292	-76.499231	177	2399	Urbano	C	Valle del Cauca	Pacífico	0.12
Pueblo Alto 15835	Cusco	-13.497453	-71.94214	3780	38143	Urbano	A	Cusco	Sierra	0.06
Sector Industrial 15836	Arequipa	-16.421775	-71.576298	1026	15330	Urbano	B	Arequipa	Sierra	0.14
Distrito Nuevo 15837	Huancayo	-12.113254	-75.20391	2382	714	Comercial	A	Junín	Sierra	0.13
Zona Comercial Chico 15838	Chiclayo	-6.662332	-79.786976	3351	30537	Urbano	A	Lambayeque	Costa	0.05
Caserío Central 15839	Barranquilla	10.941453	-74.808983	3328	36296	Urbano	A	Atlántico	Caribe	0.14
Sector Central 15840	Medellín	6.257672	-75.680157	20725	179435	Urbano	A	Antioquia	Andina	0.06
Urbanización Industrial 15841	Santa Cruz	-17.875508	-63.173963	194	2597	Rural	C	Santa Cruz	Llanos	0.1
Barrio Norte 15842	Cartagena	10.348673	-75.472326	40	954	Rural	C	Bolívar	Caribe	0.05
Anexo Grande 15843	Cartagena	10.463288	-75.377499	3268	60773	Urbano	A	Bolívar	Caribe	0.09
Distrito Norte 15844	Barranquilla	10.96252	-74.797635	545	8242	Urbano	C	Atlántico	Caribe	0.05
Barrio Oeste 15845	Trujillo	-8.16461	-78.991886	1832	16192	Urbano	B	La Libertad	Costa	0.12
Distrito Chico 15846	El Alto	-16.551303	-68.158945	67	2139	Rural	C	La Paz	Altiplano	0.08
Anexo Grande 15847	Iquitos	-3.710726	-73.223492	2495	946	Comercial	A	Loreto	Selva	0.06
Villa Viejo 15848	Iquitos	-3.827295	-73.226771	1020	11135	Urbano	B	Loreto	Selva	0.14
Sector Industrial 15849	Chiclayo	-6.66005	-79.778938	3045	38880	Urbano	A	Lambayeque	Costa	0.12
Sector Nuevo 15850	La Paz	-16.526707	-68.140133	232	2328	Urbano	C	La Paz	Altiplano	0.07
Distrito Este 15851	Chiclayo	-6.790518	-79.844546	2434	22082	Urbano	A	Lambayeque	Costa	0.14
Anexo Norte 15852	Cartagena	10.43659	-75.545717	1214	12030	Urbano	B	Bolívar	Caribe	0.1
Barrio Nuevo 15853	Trujillo	-8.08492	-78.938415	2171	18760	Urbano	A	La Libertad	Costa	0.1
Zona Comercial Bajo 15854	Huancayo	-12.079568	-75.157743	220	2974	Rural	C	Junín	Sierra	0.14
Barrio Oeste 15855	Iquitos	-3.774291	-73.202202	4510	50	Comercial	A	Loreto	Selva	0.1
Pueblo Este 15856	Guayaquil	-2.15542	-79.798621	756	10393	Urbano	C	Guayas	Costa	0.1
Centro Chico 15857	Cartagena	10.418349	-75.534053	3275	31025	Urbano	A	Bolívar	Caribe	0.14
Caserío Viejo 15858	Quito	-0.266134	-78.517412	7916	80372	Urbano	A	Pichincha	Sierra	0.11
Anexo Alto 15859	Barranquilla	10.929741	-74.759355	374	3222	Urbano	C	Atlántico	Caribe	0.11
Centro Central 15860	Iquitos	-3.679356	-73.190067	2633	31334	Urbano	A	Loreto	Selva	0.09
Sector Chico 15861	Iquitos	-3.774338	-73.286441	5453	76493	Urbano	A	Loreto	Selva	0.13
Zona Comercial Grande 15862	Cartagena	10.447869	-75.314377	134	2599	Urbano	C	Bolívar	Caribe	0.12
Caserío Nuevo 15863	Iquitos	-3.810691	-73.263149	2001	21073	Urbano	A	Loreto	Selva	0.06
Villa Alto 15864	Bogotá	4.710388	-74.028959	481	9030	Urbano	C	Cundinamarca	Andina	0.11
Urbanización Norte 15865	Iquitos	-3.681582	-73.272324	2594	36964	Urbano	A	Loreto	Selva	0.11
Barrio Oeste 15866	Cusco	-13.510253	-72.059708	64	2254	Rural	C	Cusco	Sierra	0.12
Villa Chico 15867	Cusco	-13.582044	-71.941638	496	4221	Urbano	C	Cusco	Sierra	0.14
Pueblo Grande 15868	Cali	3.407368	-76.53733	2995	42911	Urbano	A	Valle del Cauca	Pacífico	0.1
Caserío Alto 15869	Cartagena	10.396845	-75.487526	1402	25236	Urbano	B	Bolívar	Caribe	0.11
Villa Este 15870	Quito	-0.246912	-78.410914	207	3402	Urbano	C	Pichincha	Sierra	0.07
Anexo Este 15871	Trujillo	-8.102243	-79.019937	1496	16536	Urbano	B	La Libertad	Costa	0.11
Centro Oeste 15872	La Paz	-16.459455	-68.055294	416	4413	Urbano	C	La Paz	Altiplano	0.06
Barrio Sur 15873	Quito	-0.197832	-78.553009	1076	20337	Urbano	B	Pichincha	Sierra	0.14
Urbanización Oeste 15874	Cali	3.412741	-76.518118	609	5383	Urbano	C	Valle del Cauca	Pacífico	0.12
Anexo Alto 15875	Iquitos	-3.703038	-73.302329	6809	77941	Urbano	A	Loreto	Selva	0.05
Anexo Grande 15876	Guayaquil	-2.219777	-79.919123	131	1872	Rural	C	Guayas	Costa	0.1
Anexo Grande 15877	Cali	3.380206	-76.502983	1079	825	Comercial	B	Valle del Cauca	Pacífico	0.07
Pueblo Central 15878	Guayaquil	-2.132824	-79.992907	9503	84587	Urbano	A	Guayas	Costa	0.05
Zona Comercial Oeste 15879	Cuenca	-2.887093	-79.022771	2364	23468	Urbano	A	Azuay	Sierra	0.06
Pueblo Este 15880	El Alto	-16.522122	-68.228791	724	6793	Urbano	C	La Paz	Altiplano	0.11
Zona Comercial Industrial 15881	Manta	-0.924914	-80.767165	2142	26030	Urbano	A	Manabí	Costa	0.13
Caserío Industrial 15882	Guayaquil	-2.177776	-79.92377	289	5566	Urbano	C	Guayas	Costa	0.11
Urbanización Sur 15883	Medellín	6.306689	-75.615027	3571	144	Comercial	A	Antioquia	Andina	0.12
Zona Comercial Viejo 15884	Quito	-0.229717	-78.470339	4731	416	Comercial	A	Pichincha	Sierra	0.12
Zona Comercial Este 15885	Medellín	6.1657	-75.579036	1295	11805	Urbano	B	Antioquia	Andina	0.13
Zona Comercial Nuevo 15886	El Alto	-16.506887	-68.186722	2326	22898	Urbano	A	La Paz	Altiplano	0.05
Caserío Grande 15887	Cuenca	-2.882253	-79.080576	3748	40344	Urbano	A	Azuay	Sierra	0.09
Anexo Sur 15888	Cartagena	10.284758	-75.543636	4520	40465	Urbano	A	Bolívar	Caribe	0.12
Sector Este 15889	Huancayo	-12.019961	-75.215473	2133	27992	Urbano	A	Junín	Sierra	0.09
Sector Alto 15890	Arequipa	-16.437324	-71.507875	385	5983	Urbano	C	Arequipa	Sierra	0.1
Caserío Norte 15891	Huancayo	-12.092621	-75.342733	146	2969	Rural	C	Junín	Sierra	0.11
Zona Comercial Chico 15892	Cusco	-13.511077	-71.921239	2993	992	Comercial	A	Cusco	Sierra	0.05
Villa Grande 15893	La Paz	-16.51617	-68.116873	2907	38592	Urbano	A	La Paz	Altiplano	0.08
Pueblo Chico 15894	Santa Cruz	-17.799815	-63.216431	3804	60713	Urbano	A	Santa Cruz	Llanos	0.1
Sector Bajo 15895	Manta	-0.979807	-80.655388	870	7719	Urbano	B	Manabí	Costa	0.09
Sector Chico 15896	Chiclayo	-6.835223	-79.911334	108	2052	Rural	C	Lambayeque	Costa	0.12
Sector Sur 15897	Bogotá	4.698473	-74.024983	5069	56556	Urbano	A	Cundinamarca	Andina	0.12
Villa Este 15898	Santa Cruz	-17.734789	-63.084767	451	5780	Urbano	C	Santa Cruz	Llanos	0.11
Pueblo Oeste 15899	Iquitos	-3.772236	-73.252065	1089	20403	Urbano	B	Loreto	Selva	0.11
Urbanización Oeste 15900	Bogotá	4.738195	-74.06791	138	1833	Rural	C	Cundinamarca	Andina	0.1
Caserío Sur 15901	Lima	-12.069963	-77.006811	319	3024	Urbano	C	Lima	Costa	0.12
Sector Sur 15902	Cusco	-13.530961	-72.001642	2534	579	Comercial	A	Cusco	Sierra	0.08
Pueblo Nuevo 15903	Cartagena	10.420029	-75.527447	153	2176	Urbano	C	Bolívar	Caribe	0.07
Sector Grande 15904	Medellín	6.231075	-75.489314	2261	33634	Urbano	A	Antioquia	Andina	0.14
Villa Norte 15905	Arequipa	-16.466169	-71.45159	694	7966	Urbano	C	Arequipa	Sierra	0.12
Urbanización Chico 15906	Cuenca	-2.891121	-78.992903	12407	106104	Urbano	A	Azuay	Sierra	0.09
Pueblo Bajo 15907	Quito	-0.147646	-78.399277	12227	107976	Urbano	A	Pichincha	Sierra	0.07
Pueblo Bajo 15908	Chiclayo	-6.759088	-79.853872	1715	28475	Urbano	B	Lambayeque	Costa	0.09
Centro Alto 15909	Santa Cruz	-17.761585	-63.217884	462	6645	Urbano	C	Santa Cruz	Llanos	0.07
Pueblo Grande 15910	Manta	-0.932524	-80.67907	3729	407	Comercial	A	Manabí	Costa	0.13
Zona Comercial Bajo 15911	Cali	3.363079	-76.579707	2678	25560	Urbano	A	Valle del Cauca	Pacífico	0.08
Barrio Bajo 15912	Iquitos	-3.723166	-73.194003	276	2509	Urbano	C	Loreto	Selva	0.12
Villa Viejo 15913	La Paz	-16.538652	-68.109915	3544	59795	Urbano	A	La Paz	Altiplano	0.12
Distrito Nuevo 15914	Quito	-0.140612	-78.512375	1218	23415	Urbano	B	Pichincha	Sierra	0.07
Barrio Central 15915	Santa Cruz	-17.749075	-63.185651	1789	24935	Urbano	B	Santa Cruz	Llanos	0.07
Villa Central 15916	Medellín	6.262057	-75.571323	416	3673	Urbano	C	Antioquia	Andina	0.08
Caserío Alto 15917	Medellín	6.308638	-75.55054	2423	588	Comercial	A	Antioquia	Andina	0.11
Caserío Sur 15918	Cochabamba	-17.338255	-66.175524	1176	14588	Urbano	B	Cochabamba	Valles	0.06
Villa Bajo 15919	Chiclayo	-6.808911	-79.903087	2056	17942	Urbano	A	Lambayeque	Costa	0.11
Zona Comercial Chico 15920	Cali	3.524765	-76.553825	1611	121	Comercial	B	Valle del Cauca	Pacífico	0.06
Anexo Oeste 15921	Quito	-0.181638	-78.443982	4176	36309	Urbano	A	Pichincha	Sierra	0.07
Pueblo Industrial 15922	Cuenca	-2.901441	-78.923961	128	1936	Rural	C	Azuay	Sierra	0.11
Zona Comercial Norte 15923	Huancayo	-12.060478	-75.184093	497	5807	Urbano	C	Junín	Sierra	0.06
Distrito Este 15924	Arequipa	-16.445034	-71.621673	171	2249	Rural	C	Arequipa	Sierra	0.12
Villa Norte 15925	Trujillo	-8.09299	-78.961802	428	4586	Urbano	C	La Libertad	Costa	0.06
Barrio Este 15926	Cali	3.478	-76.56097	4490	56546	Urbano	A	Valle del Cauca	Pacífico	0.15
Barrio Bajo 15927	Iquitos	-3.784287	-73.23911	12012	118023	Urbano	A	Loreto	Selva	0.1
Villa Bajo 15928	Cali	3.400312	-76.505671	5187	45829	Urbano	A	Valle del Cauca	Pacífico	0.14
Pueblo Este 15929	Chiclayo	-6.766802	-79.773784	788	7817	Urbano	C	Lambayeque	Costa	0.09
Villa Sur 15930	Chiclayo	-6.738911	-79.856017	197	2083	Urbano	C	Lambayeque	Costa	0.11
Sector Chico 15931	Quito	-0.125346	-78.377075	453	7018	Urbano	C	Pichincha	Sierra	0.14
Caserío Sur 15932	Arequipa	-16.434509	-71.540808	4096	65091	Urbano	A	Arequipa	Sierra	0.07
Sector Central 15933	El Alto	-16.490179	-68.140153	487	6283	Urbano	C	La Paz	Altiplano	0.14
Zona Comercial Grande 15934	Bogotá	4.760529	-74.096238	1756	19400	Urbano	B	Cundinamarca	Andina	0.09
Zona Comercial Alto 15935	Chiclayo	-6.802613	-79.84398	18176	170043	Urbano	A	Lambayeque	Costa	0.1
Centro Este 15936	Bogotá	4.733434	-74.056011	2971	990	Comercial	A	Cundinamarca	Andina	0.14
Villa Nuevo 15937	Cartagena	10.354334	-75.505108	6412	56037	Urbano	A	Bolívar	Caribe	0.08
Pueblo Central 15938	Iquitos	-3.807169	-73.219291	3084	26798	Urbano	A	Loreto	Selva	0.06
Sector Central 15939	Chiclayo	-6.80344	-79.859761	1268	15858	Urbano	B	Lambayeque	Costa	0.15
Barrio Oeste 15940	Iquitos	-3.751344	-73.262992	947	10510	Urbano	B	Loreto	Selva	0.15
Anexo Industrial 15941	Manta	-0.940549	-80.599576	3750	40318	Urbano	A	Manabí	Costa	0.1
